writer_id,proposition_id,paragraph_type,model_name,model_input_condition,writer_stance,writer_stance_polarity,writer_confidence,writer_knowledge,writer_importance,paragraph_relevance,paragraph_clarity,paragraph_formality,paragraph_informativeness,paragraph_originality,writer_friendliness,writer_optimism,writer_community,writer_openness,paragraph_hope,paragraph_excitement,paragraph_fear,paragraph_disgust,paragraph_anger,writer_affect_x,writer_affect_y,writer_age,writer_age_binned,writer_gender,writer_race,writer_english_first,writer_english_skills,writer_education,writer_income,writer_politicalParty,writer_politicalIdeology
67ea6d0606c91f5823fc9f19,242,writer,,,19.5,78.6,77.4,37.8,80.9,57.8,71.6,37.3,21.8,29.3,23.3,14.1,26.3,12.1,8.8,4.1,59.5,60.8,69.1,18.351,21.222,39.5,40-49,Male,White,Yes,Advanced,GCSEs or equivalent,"£25,000-£34,999",Other,Very Right-Wing
5e5a10ea43f33020b7e24fe0,82,writer,,,28.77777777777778,61.55555555555556,53.0,49.55555555555556,60.77777777777778,63.44444444444444,52.666666666666664,28.11111111111111,38.55555555555556,34.0,46.333333333333336,33.22222222222222,47.22222222222222,23.0,33.77777777777778,18.333333333333332,50.55555555555556,38.77777777777778,40.0,24.34,37.53666666666666,32.55555555555556,18-29,Female,White,No,Intermediate,A-levels or equivalent,"£15,000-£24,999",Did not vote,Centrist
657b2d22191dda04598ef38b,129,writer,,,6.111111111111111,87.77777777777777,87.33333333333333,63.77777777777778,81.77777777777777,88.77777777777777,93.77777777777777,68.55555555555556,51.44444444444444,32.0,29.444444444444443,27.555555555555557,57.888888888888886,21.88888888888889,23.333333333333332,7.111111111111111,49.55555555555556,54.888888888888886,52.0,23.607777777777777,30.894444444444446,42.22222222222222,30-39,Male,White,Yes,Expert,Postgraduate degree (Master's),"£25,000-£34,999",Conservative,Moderately Right-Wing
652942ba7a6bc3c9f6aa792d,249,model,deepseek/deepseek-chat-v3-0324,stance-based,93.11111111111111,86.22222222222223,86.0,69.44444444444444,85.88888888888889,82.88888888888889,91.66666666666667,77.77777777777777,65.44444444444444,45.0,42.55555555555556,47.666666666666664,68.33333333333333,21.11111111111111,50.22222222222222,18.666666666666668,20.666666666666668,53.44444444444444,66.11111111111111,31.555555555555557,31.310000000000002,40.0,30-39,Female,Black,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Very Left-Wing
63076cd447ae6e2366804685,81,writer,,,19.8,66.8,70.6,46.3,47.8,65.3,71.0,54.1,38.1,42.6,39.1,53.5,34.8,36.4,29.0,27.0,16.6,20.2,17.6,55.575,43.376999999999995,30.2,18-29,Male,White,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Labour,Centrist
612f350052a72eaeac5b9703,353,model,deepseek/deepseek-chat-v3-0324,improve,34.55555555555556,82.44444444444444,77.55555555555556,71.22222222222223,67.22222222222223,83.0,86.22222222222223,71.11111111111111,65.55555555555556,42.22222222222222,53.666666666666664,51.888888888888886,64.66666666666667,19.444444444444443,38.77777777777778,25.11111111111111,58.77777777777778,9.333333333333334,14.88888888888889,45.70333333333333,40.33444444444444,43.333333333333336,50-59,Male,White,Yes,Expert,Undergraduate degree,"£75,000-£99,999",Conservative,Moderately Right-Wing
67605e6a382a3f0292c2c6c5,186,writer,,,65.7,31.4,52.7,57.9,60.9,71.1,66.3,50.7,51.2,38.0,65.6,53.6,72.6,65.4,54.3,33.2,41.2,19.3,15.7,58.92999999999999,51.632000000000005,35.9,18-29,Male,White,Yes,Advanced,Vocational qualification,"£35,000-£49,999",Labour,Moderately Left-Wing
611a8d23c1d17506a23df589,201,model,anthropic/claude-sonnet-4,rewrite,84.08333333333333,68.5,81.83333333333333,70.91666666666667,73.58333333333333,81.41666666666667,84.66666666666667,83.33333333333333,61.416666666666664,48.833333333333336,60.333333333333336,60.25,61.166666666666664,42.666666666666664,60.666666666666664,38.583333333333336,28.916666666666668,21.25,21.083333333333332,57.699999999999996,44.567499999999995,38.333333333333336,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Moderately Right-Wing
5fd763c986c8250530939ce2,339,edited,anthropic/claude-sonnet-4,rewrite,88.3,76.6,89.6,69.3,80.5,76.6,86.4,59.8,58.4,51.3,61.1,50.4,74.0,25.7,57.7,33.1,60.7,54.5,56.3,26.865,41.827,38.8,40-49,Male,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Labour,Centrist
5775874455fb780001d7f1d5,236,writer,,,23.7,66.2,75.6,53.6,75.3,70.0,74.6,50.0,46.3,39.6,42.5,54.8,69.1,27.1,49.2,44.0,44.4,43.5,53.0,44.702,35.411,44.2,40-49,Male,White,Yes,Advanced,Vocational qualification,"£25,000-£34,999",Conservative,Very Right-Wing
