writer_id,proposition_id,proposition_number,made_edits,edit_ratio,edit_distance
687b7f7cbc125abf,345,2,False,0.0,0
687b7f7cbc125abf,12,3,False,0.0,0
c9600edc59423f53,242,1,False,0.0,0
c9600edc59423f53,387,2,False,0.0,0
c9600edc59423f53,368,3,False,0.0,0
640583ef07edeea6,385,1,False,0.0,0
640583ef07edeea6,156,2,False,0.0,0
640583ef07edeea6,88,3,True,0.9856897538637664,18
8fe9e2a43ead4457,375,1,False,0.0,0
8fe9e2a43ead4457,37,2,False,0.0,0
8fe9e2a43ead4457,187,3,False,0.0,0
010bef22800fa0d7,333,1,False,0.0,0
010bef22800fa0d7,393,2,True,0.9649211997966446,57
010bef22800fa0d7,174,3,True,0.8739352640545145,128
06ba4f2ad6289045,18,1,True,0.9592808038075092,74
06ba4f2ad6289045,278,2,True,0.9117520447696944,193
06ba4f2ad6289045,41,3,True,0.9441558441558442,86
a0083df2ab6f6aa0,156,1,False,0.0,0
a0083df2ab6f6aa0,181,2,False,0.0,0
a0083df2ab6f6aa0,386,3,False,0.0,0
0aa102cb10cbb22f,25,1,False,0.0,0
0aa102cb10cbb22f,385,2,True,0.9669788072942336,62
0aa102cb10cbb22f,22,3,False,0.0,0
43ce199ffc198b34,361,1,True,0.9801821103374397,33
43ce199ffc198b34,184,2,True,0.9221616261774913,156
